subject,rt,question,item,modality
3,234.5577312098672,1,13,image
3,248.35332434638602,1,14,image
3,445.17921098712924,2,0,image
3,436.43803994767296,2,1,image
3,370.89568065143885,2,2,image
3,378.8094184693352,2,3,image
3,385.76993992458887,2,4,image
3,383.4291801157865,2,5,image
3,284.18976146904583,2,6,image
3,333.50448193622753,2,7,image
3,453.01655782255347,2,8,image
3,288.68981653028123,2,9,image
3,330.9889601395685,2,10,image
3,351.9605509369967,2,11,image
3,396.12067863217203,2,12,image
3,356.86549477248406,2,13,image
3,306.3736459981682,2,14,image
4,420.2708952655449,0,0,image
4,414.27702974786956,0,1,image
4,393.38655186498517,0,2,image
4,315.0137492482007,0,3,image
4,453.2323323858196,0,4,image
4,371.2309588421326,0,5,image
4,225.3102623283586,0,6,image
4,288.35121805293517,0,7,image
4,358.20738158597635,0,8,image
4,243.25826817625796,0,9,image
4,390.56822035780726,0,10,image
4,333.03102291926314,0,11,image
4,362.8113909739492,0,12,image
4,268.2554998854748,0,13,image
4,431.68094572288686,0,14,image
4,334.480494308139,1,0,image
4,324.7546755520292,1,1,image
4,343.9836455009634,1,2,image
4,256.6715506555162,1,3,image
4,355.59123312645363,1,4,image
4,335.19621822168415,1,5,image
4,288.49698373550007,1,6,image
4,390.0114042693603,1,7,image
4,296.89437546386256,1,8,image
4,336.22510871271766,1,9,image
4,395.88017929670417,1,10,image
4,394.0542011546882,1,11,image
4,323.55035226095214,1,12,image
4,232.60725095956013,1,13,image
4,304.6814715085433,1,14,image
4,349.0366251385468,2,0,image
4,494.2302828234752,2,1,image
4,381.3095392910191,2,2,image
4,452.51086676370636,2,3,image
4,434.04440037777124,2,4,image
4,493.63203428181555,2,5,image
4,326.99449591312884,2,6,image
4,413.24571132266937,2,7,image
4,378.63316062223294,2,8,image
4,388.9516040986323,2,9,image
4,487.3092884992873,2,10,image
4,417.3954746908122,2,11,image
4,362.0148501479071,2,12,image
4,442.4444961106352,2,13,image
4,492.4905254472602,2,14,image
5,372.77528480529696,0,0,image
5,453.81118651559467,0,1,image
5,352.9489794562935,0,2,image
5,271.8794310174743,0,3,image
5,478.0463917380666,0,4,image
5,436.42574908404816,0,5,image
5,317.16665625329995,0,6,image
5,373.69981242624465,0,7,image
5,426.0207609641367,0,8,image
5,311.8592673608758,0,9,image
5,377.3888795948255,0,10,image
5,419.2766015613826,0,11,image
5,476.8517350474853,0,12,image
5,412.0065166211195,0,13,image
5,434.59238354321485,0,14,image
5,391.7362491747125,1,0,image
5,371.99138469047574,1,1,image
5,329.17148642221946,1,2,image
5,310.45629781439135,1,3,image
5,328.1979408337422,1,4,image
5,479.7976747586013,1,5,image
5,303.1865841156763,1,6,image
5,385.674885299415,1,7,image
5,360.4677974543567,1,8,image
5,286.93995299986676,1,9,image
5,263.87699625406503,1,10,image
5,286.59134684708977,1,11,image
5,256.2013587254336,1,12,image
5,352.14601547882467,1,13,image
5,422.59616277544666,1,14,image
5,379.4651709201486,2,0,image
5,475.1820972629448,2,1,image
5,432.13572387202294,2,2,image
5,404.9728182718321,2,3,image
5,437.56556636467303,2,4,image
5,478.69873837873394,2,5,image
5,476.69203680251934,2,6,image
5,451.0067426429279,2,7,image
5,475.9100685710849,2,8,image
5,454.59301051509544,2,9,image
5,443.3050053637204,2,10,image
5,568.0773600992559,2,11,image
5,443.81977987938296,2,12,image
5,408.58500815554856,2,13,image
5,437.26376468349224,2,14,image
6,438.9055673884541,0,0,image
6,466.48168119628355,0,1,image
6,403.76618505643256,0,2,image
6,314.6018740735183,0,3,image
6,399.47898943042304,0,4,image
6,279.6832203665156,0,5,image
6,218.62984613900412,0,6,image
6,354.00278098365226,0,7,image
6,400.0906203169644,0,8,image
6,271.12443813400705,0,9,image
6,448.14898388486597,0,10,image
6,287.41095897696096,0,11,image
6,346.2028204505978,0,12,image
6,342.56739761815726,0,13,image
6,415.74293926864055,0,14,image
6,321.6844551650757,1,0,image
6,302.28640691563066,1,1,image
6,325.73407912443133,1,2,image
6,346.28439561884767,1,3,image
6,400.05332669957187,1,4,image
6,373.3904451873814,1,5,image
6,307.35717320078606,1,6,image
6,235.80796975665095,1,7,image
6,339.7638612560968,1,8,image
6,262.64719221779353,1,9,image
6,332.05394119314724,1,10,image
6,358.3783432119913,1,11,image
6,285.12100680239183,1,12,image
6,303.2708744706358,1,13,image
6,279.4731587641554,1,14,image
6,458.2421993129886,2,0,image
6,503.207235293209,2,1,image
6,424.6008199641415,2,2,image
6,433.38599810166215,2,3,image
6,484.22463393785546,2,4,image
6,392.742692879831,2,5,image
6,337.86805385677013,2,6,image
6,434.777091963199,2,7,image
6,404.8097668340733,2,8,image
6,308.5912242335538,2,9,image
6,405.8135548687543,2,10,image
6,344.14910592567776,2,11,image
6,295.1122191051669,2,12,image
6,467.59820732768884,2,13,image
6,475.65478941598917,2,14,image
7,429.8099156143405,0,0,image
7,386.5479421005206,0,1,image
7,327.2815021707348,0,2,image
7,350.05430943906293,0,3,image
7,381.42306924014605,0,4,image
7,371.90030706184007,0,5,image
7,294.13940445547695,0,6,image
7,285.4479119549399,0,7,image
7,323.05618418077955,0,8,image
7,278.31743881263907,0,9,image
7,401.6973968489693,0,10,image
7,408.8745929846792,0,11,image
7,408.8847541159106,0,12,image
7,322.16140627547213,0,13,image
7,373.7104306220107,0,14,image
7,308.35741746196766,1,0,image
7,234.97937744489974,1,1,image
7,309.6279813368167,1,2,image
7,263.22575271445436,1,3,image
7,410.541065484274,1,4,image
7,322.4836543092519,1,5,image
7,158.51767411181032,1,6,image
7,365.931196911809,1,7,image
7,268.7929070873344,1,8,image
7,262.6760263546578,1,9,image
7,369.75918563092563,1,10,image
7,380.85216701635596,1,11,image
7,289.8911244908997,1,12,image
7,206.67863087279102,1,13,image
7,277.81284994428074,1,14,image
7,425.1818216409173,2,0,image
7,396.95033594389497,2,1,image
7,465.7047009044272,2,2,image
7,388.6401436958936,2,3,image
7,369.7334838429662,2,4,image
7,499.3511322756657,2,5,image
7,262.5819454682679,2,6,image
7,420.05223585157006,2,7,image
7,359.4172578350126,2,8,image
7,406.017176545966,2,9,image
7,423.04539664249285,2,10,image
7,426.2975993571093,2,11,image
7,397.23729147449825,2,12,image
7,327.22822848314047,2,13,image
7,465.80694505788415,2,14,image
8,392.7279999316452,0,0,image
8,478.3861103349532,0,1,image
8,292.7694547272869,0,2,image
8,401.2239486366736,0,3,image
8,212.5402560460554,0,4,image
8,413.74460857561206,0,5,image
8,336.27206743674645,0,6,image
8,355.30641456247105,0,7,image
8,397.27940697141355,0,8,image
8,322.2770666864009,0,9,image
8,386.2888170168534,0,10,image
8,440.83241555055207,0,11,image
8,277.0307141083652,0,12,image
8,229.214570625799,0,13,image
8,466.7854040572312,0,14,image
8,350.2670257211709,1,0,image
8,274.0007732487562,1,1,image
8,298.74387581638496,1,2,image
8,270.57769279200835,1,3,image
8,289.01612075099723,1,4,image
8,314.1320801822199,1,5,image
8,210.39395794226652,1,6,image
8,302.2442084194021,1,7,image
8,305.1935416690095,1,8,image
8,241.05192916926353,1,9,image
8,309.0134546099704,1,10,image
8,256.28513306412464,1,11,image
8,202.81398167378657,1,12,image
8,245.18740472887876,1,13,image
8,279.90353850888636,1,14,image
8,424.09809596740945,2,0,image
8,529.5003438926485,2,1,image
8,392.088853280112,2,2,image
8,386.71368680173896,2,3,image
8,416.2599248799926,2,4,image
8,351.20073180768156,2,5,image
8,389.52712361505513,2,6,image
8,405.250973415775,2,7,image
8,441.39392548899986,2,8,image
8,398.4766901012008,2,9,image
8,447.0472883791728,2,10,image
8,478.4170296061187,2,11,image
8,403.39089370618615,2,12,image
8,388.0691670680862,2,13,image
8,413.2523123785516,2,14,image
9,391.1923147051698,0,0,image
9,400.06042037137814,0,1,image
9,377.9942982139959,0,2,image
9,298.68273786987334,0,3,image
9,357.94309205697823,0,4,image
9,387.7929262585446,0,5,image
9,290.71714788927255,0,6,image
9,198.6080607470754,0,7,image
9,328.1672732346201,0,8,image
9,351.59061855352587,0,9,image
9,340.0665702174958,0,10,image
9,350.5002866218531,0,11,image
9,336.15103310156815,0,12,image
9,365.6121238858722,0,13,image
9,304.5172626527284,0,14,image
9,271.72937439307384,1,0,image
9,393.86033054928777,1,1,image
9,277.1511377734467,1,2,image
9,219.81755429669047,1,3,image
9,371.8717364122319,1,4,image
9,308.30805785121856,1,5,image
9,273.47287738902554,1,6,image
9,355.0572045005872,1,7,image
9,368.05308104244085,1,8,image
9,253.59190877308632,1,9,image
9,249.17970356083012,1,10,image
9,348.02076612133493,1,11,image
9,180.7764514282244,1,12,image
9,372.20183581569785,1,13,image
9,315.89544056488415,1,14,image
9,266.01844140944127,2,0,image
9,387.8368856996636,2,1,image
9,328.51825930156406,2,2,image
9,346.0399305905054,2,3,image
9,423.49481687112524,2,4,image
9,345.5066187542675,2,5,image
9,379.0376958722489,2,6,image
9,306.24679787746277,2,7,image
9,411.7176018674059,2,8,image
9,378.87939659405373,2,9,image
9,455.32855891310993,2,10,image
9,368.1282026709122,2,11,image
9,399.3301520898291,2,12,image
9,283.5830086048529,2,13,image
9,323.9082463999696,2,14,image
10,421.1367329275636,0,0,image
10,442.0547463168624,0,1,image
10,391.04160361877547,0,2,image
10,355.3587525977742,0,3,image
10,365.70388289893435,0,4,image
10,322.89712247274014,0,5,image
10,232.11006890339152,0,6,image
10,419.99691918379796,0,7,image
10,281.4074271190298,0,8,image
10,374.81566718756665,0,9,image
10,458.1198085020237,0,10,image
10,342.01414237701397,0,11,image
10,353.9382335881658,0,12,image
10,329.97135816937174,0,13,image
10,473.10907429461867,0,14,image
10,310.0777890936612,1,0,image
10,287.49952548327093,1,1,image
10,293.6992869595638,1,2,image
10,287.2562790687739,1,3,image
10,283.1317277430115,1,4,image
10,285.95669392362026,1,5,image
10,302.0191874962344,1,6,image
10,300.24377424678374,1,7,image
10,347.4231791143398,1,8,image
10,333.1526499821728,1,9,image
10,282.39347924995343,1,10,image
10,306.87954177915213,1,11,image
10,288.0646408512457,1,12,image
10,261.4872108375972,1,13,image
10,302.6863206822764,1,14,image
10,511.584294440372,2,0,image
10,426.8049450249259,2,1,image
10,372.07176846427734,2,2,image
10,390.76703873078316,2,3,image
10,459.21763218858104,2,4,image
10,394.8157142462554,2,5,image
10,452.4334004413418,2,6,image
10,537.2873827647489,2,7,image
10,439.525409549822,2,8,image
10,342.2882254266925,2,9,image
10,382.3622404254017,2,10,image
10,441.3185277893185,2,11,image
10,400.0867415872247,2,12,image
10,406.03514796248436,2,13,image
10,420.65621735712233,2,14,image
11,324.08522569602354,0,0,image
11,374.0101483075753,0,1,image
11,317.61399105245283,0,2,image
11,253.92336456566937,0,3,image
11,296.4637372308601,0,4,image
11,365.2393539188143,0,5,image
11,306.8356570751487,0,6,image
11,378.03132246646413,0,7,image
11,461.53984438433594,0,8,image
11,142.50250055381358,0,9,image
11,403.75610913573956,0,10,image
11,371.0716572064762,0,11,image
11,303.2566860198115,0,12,image
11,245.61584588955327,0,13,image
11,391.36079950541364,0,14,image
11,314.6904716474658,1,0,image
11,246.37705845042302,1,1,image
11,317.30739562947224,1,2,image
11,345.8055387415391,1,3,image
11,308.29981396477166,1,4,image
11,308.7489036798369,1,5,image
11,164.01849329366507,1,6,image
11,402.527798777444,1,7,image
11,385.7219174354466,1,8,image
11,225.47115462944,1,9,image
11,228.89968273765504,1,10,image
11,269.9801031398004,1,11,image
11,250.41081472522492,1,12,image
11,354.96543191350435,1,13,image
11,278.00917539506025,1,14,image
11,413.65056728969216,2,0,image
11,412.1475583586001,2,1,image
11,355.15949988314685,2,2,image
11,429.72811537838066,2,3,image
11,352.94173071054246,2,4,image
11,428.6831968424494,2,5,image
11,313.93944233934303,2,6,image
11,466.577834809591,2,7,image
11,484.69756726798175,2,8,image
11,322.52682662540815,2,9,image
11,297.63757429628026,2,10,image
11,391.77816680936337,2,11,image
11,343.98696605343565,2,12,image
11,382.12561913534006,2,13,image
11,295.2697855874814,2,14,image
12,301.2239875653552,0,0,image
12,317.1261958033036,0,1,image
12,400.2100857755965,0,2,image
12,227.81827002108258,0,3,image
12,365.947610502041,0,4,image
12,278.7104211103821,0,5,image
12,342.6686375787105,0,6,image
12,290.8138724440924,0,7,image
12,341.07206264179115,0,8,image
12,265.39230321134914,0,9,image
12,478.4238760918598,0,10,image
12,286.8290754800998,0,11,image
12,390.7566114289907,0,12,image
12,314.17696610845815,0,13,image
12,352.6764750006028,0,14,image
12,274.53327046012566,1,0,image
12,309.32578053768714,1,1,image
12,335.48420958819133,1,2,image
12,242.63529673756298,1,3,image
12,306.68692544296516,1,4,image
12,252.78445163212652,1,5,image
12,108.77336254364454,1,6,image
12,249.1399791995084,1,7,image
12,337.8705572806167,1,8,image
12,146.09978398724357,1,9,image
12,216.56028517855998,1,10,image
12,408.59182758511565,1,11,image
12,280.87563446133674,1,12,image
12,331.7688106972748,1,13,image
12,276.27903596064505,1,14,image
12,346.23107660955225,2,0,image
12,441.4703306209376,2,1,image
12,284.7303069796146,2,2,image
12,250.51203855391935,2,3,image
12,450.36905446947003,2,4,image
12,424.94679621396534,2,5,image
12,247.44568837357042,2,6,image
12,387.2944569932872,2,7,image
12,417.6938644010347,2,8,image
12,360.2661956222185,2,9,image
12,380.7404054090241,2,10,image
12,370.9540836366273,2,11,image
12,359.1827020868879,2,12,image
12,330.0717977001143,2,13,image
12,403.02170384897283,2,14,image
13,323.22166947123446,0,0,image
13,488.8495811209664,0,1,image
13,398.1299081342495,0,2,image
13,325.59581647315775,0,3,image
13,291.8776923023873,0,4,image
13,403.5101323396562,0,5,image
13,284.26403036354657,0,6,image
13,396.8525968580278,0,7,image
13,406.66802390213695,0,8,image
13,264.8757096701296,0,9,image
13,371.70394701434367,0,10,image
13,366.5759397788266,0,11,image
13,298.08287595817836,0,12,image
13,357.72249384515186,0,13,image
13,367.5231314943723,0,14,image
13,270.23228421893145,1,0,image
13,339.598731865104,1,1,image
13,364.8996635286221,1,2,image
13,281.0101725031195,1,3,image
13,257.2724674414788,1,4,image
13,402.49323944242894,1,5,image
13,328.8804072816585,1,6,image
13,257.6932787122796,1,7,image
13,262.9091463876626,1,8,image
13,209.0417874110199,1,9,image
13,242.23331916635462,1,10,image
13,319.7620350203835,1,11,image
13,250.11096501693365,1,12,image
13,409.55790036285634,1,13,image
13,258.4887693556958,1,14,image
13,407.66675528967755,2,0,image
13,499.0017432256036,2,1,image
13,525.8697504429317,2,2,image
13,349.80761836669785,2,3,image
13,423.24515208748335,2,4,image
13,437.09786008551674,2,5,image
13,296.8440369752858,2,6,image
13,328.344462552855,2,7,image
13,401.0491346134196,2,8,image
13,441.7310729931888,2,9,image
13,373.4569086074833,2,10,image
13,421.3229490965198,2,11,image
13,396.240522819989,2,12,image
13,523.4167897353088,2,13,image
13,402.5560191689725,2,14,image
14,354.4728573451872,0,0,image
14,383.69463461544956,0,1,image
14,390.69117707696955,0,2,image
14,344.03607523452456,0,3,image
14,283.56653114933675,0,4,image
14,362.9228482650369,0,5,image
14,268.20957673732386,0,6,image
14,326.42531012443067,0,7,image
14,306.8043139255336,0,8,image
14,252.43476522344014,0,9,image
14,328.2609291331942,0,10,image
14,260.2868217125958,0,11,image
14,382.3592689634348,0,12,image
14,379.1327050483409,0,13,image
14,348.9167141776405,0,14,image
14,254.79888055268654,1,0,image
14,367.3161067385431,1,1,image
14,338.68437938701055,1,2,image
14,313.09920991638324,1,3,image
14,307.1060630626473,1,4,image
14,297.9933662262156,1,5,image
14,149.2169916140787,1,6,image
14,262.77936569456665,1,7,image
14,308.4080082933736,1,8,image
14,200.64753081168934,1,9,image
14,355.7196072660081,1,10,image
14,328.437330486289,1,11,image
14,138.25120411903777,1,12,image
14,254.61848612909552,1,13,image
14,394.81262142240314,1,14,image
14,394.58679368672813,2,0,image
14,400.496091090013,2,1,image
14,416.92289700780054,2,2,image
14,258.8974126216631,2,3,image
14,376.4016449129108,2,4,image
14,379.535168531647,2,5,image
14,308.9728192724707,2,6,image
14,313.0935926063785,2,7,image
14,469.8628784395166,2,8,image
14,447.86748211086797,2,9,image
14,314.0963794125454,2,10,image
14,431.7875136766725,2,11,image
14,337.9300254468681,2,12,image
14,333.01515275884174,2,13,image
14,395.52628837147114,2,14,image
15,453.70187207721955,0,0,image
15,388.74085029244657,0,1,image
15,367.8127916720509,0,2,image
15,432.71965325295776,0,3,image
15,368.53737091360824,0,4,image
15,284.31514819168893,0,5,image
15,326.7955407232202,0,6,image
15,460.22930370614887,0,7,image
15,301.9793126900404,0,8,image
15,311.82338010530214,0,9,image
15,355.8560965439774,0,10,image
15,279.85151888631805,0,11,image
15,297.549667420119,0,12,image
15,417.1019945865277,0,13,image
15,371.15739270402986,0,14,image
15,302.1708886497825,1,0,image
15,311.20794628782033,1,1,image
15,313.4151614167322,1,2,image
15,255.71791358962693,1,3,image
15,340.94258697288586,1,4,image
15,347.0363203132584,1,5,image
15,210.99550180331568,1,6,image
15,379.0822720546788,1,7,image
15,376.43943833864813,1,8,image
15,276.4089351846821,1,9,image
15,293.2799144893033,1,10,image
15,312.1373982173217,1,11,image
15,360.0710667739186,1,12,image
15,243.9046698219658,1,13,image
15,324.38772319478545,1,14,image
15,361.31921382215864,2,0,image
15,485.64053402720145,2,1,image
15,461.2270166146791,2,2,image
15,442.91619814777,2,3,image
15,429.84789566089313,2,4,image
15,519.7233166848564,2,5,image
15,303.77933501743007,2,6,image
15,349.16462746155037,2,7,image
15,405.4697039298247,2,8,image
15,325.0096937172382,2,9,image
15,301.87121216167026,2,10,image
15,355.76192683525363,2,11,image
15,302.4797648496093,2,12,image
15,397.72028550363405,2,13,image
15,416.33030475227804,2,14,image
16,397.0570234433404,0,0,image
16,457.06880541195693,0,1,image
16,335.0253886546838,0,2,image
16,371.09810605254603,0,3,image
16,247.1845212504697,0,4,image
16,362.6844711871552,0,5,image
16,308.13372261382375,0,6,image
16,395.77246083049477,0,7,image
16,368.4473750855112,0,8,image
16,299.7852193775135,0,9,image
16,385.13335973459414,0,10,image
16,344.5484357090673,0,11,image
16,259.14418770831503,0,12,image
16,279.2414123687422,0,13,image
16,377.59325937401326,0,14,image
16,353.8145573840884,1,0,image
16,341.2595602810898,1,1,image
16,204.96653048131571,1,2,image
16,201.70527007865735,1,3,image
16,314.1149624475739,1,4,image
16,407.9264681370065,1,5,image
16,245.189247435993,1,6,image
16,235.3913874879753,1,7,image
16,268.74804182969865,1,8,image
16,259.2816921138168,1,9,image
16,399.2275101353441,1,10,image
16,353.10800852329777,1,11,image
16,324.07928647794006,1,12,image
16,333.83740021775134,1,13,image
16,305.6405794029423,1,14,image
16,434.86387768399885,2,0,image
16,436.7811184297498,2,1,image
16,428.07333880503114,2,2,image
16,444.6658145645762,2,3,image
16,357.468083610178,2,4,image
16,433.9214166386088,2,5,image
16,336.01722488463236,2,6,image
16,391.12185453516804,2,7,image
16,398.12309860526807,2,8,image
16,384.4692927538921,2,9,image
16,489.91705315413185,2,10,image
16,396.3972792243003,2,11,image
16,462.3310087006182,2,12,image
16,369.59366247309845,2,13,image
16,594.6322218639637,2,14,image
17,384.1737019902786,0,0,image
17,349.56659453019444,0,1,image
17,352.93849023581964,0,2,image
17,329.56287308816735,0,3,image
17,397.7340989747751,0,4,image
17,380.38845674228844,0,5,image
17,288.0477126154825,0,6,image
17,345.535424414436,0,7,image
17,288.8696818407491,0,8,image
17,300.5162693185664,0,9,image
17,378.98234005533857,0,10,image
17,428.57862525064866,0,11,image
17,359.29795961749704,0,12,image
17,377.94714290070084,0,13,image
17,361.25309087910017,0,14,image
17,416.2088151760826,1,0,image
17,299.787481586132,1,1,image
17,207.418284749189,1,2,image
17,367.74834275282745,1,3,image
17,378.5904373093192,1,4,image
17,410.7391805878098,1,5,image
17,180.79312989445032,1,6,image
17,289.84294967119433,1,7,image
17,319.741434670657,1,8,image
17,314.7058306420617,1,9,image
17,308.05616409899613,1,10,image
17,272.8265618522212,1,11,image
17,215.46337833422217,1,12,image
17,321.52045046283183,1,13,image
17,284.471188908555,1,14,image
17,475.5051624758114,2,0,image
17,429.54244276756936,2,1,image
17,371.9602871978859,2,2,image
17,457.6234566896652,2,3,image
17,397.78490615249507,2,4,image
17,374.2220098938713,2,5,image
17,328.2260523933658,2,6,image
17,342.1744477337297,2,7,image
17,542.7632456387676,2,8,image
17,327.42549262653006,2,9,image
17,444.5401043959015,2,10,image
17,429.25028317702856,2,11,image
17,368.56535366210414,2,12,image
17,354.8086901467051,2,13,image
17,409.31359074260524,2,14,image
18,317.3943880864736,0,0,image
18,329.84375504774016,0,1,image
18,321.0695916252973,0,2,image
18,339.77347587951203,0,3,image
18,282.53107775049403,0,4,image
18,374.0741229234023,0,5,image
18,204.94708348060658,0,6,image
18,269.2163380064948,0,7,image
18,268.7516458487321,0,8,image
18,313.8392506134372,0,9,image
18,345.92271904391635,0,10,image
18,279.5394306032105,0,11,image
18,230.2812228705011,0,12,image
18,254.80876924708627,0,13,image
18,365.72547805438177,0,14,image
18,303.2521921012485,1,0,image
18,217.23316623917083,1,1,image
18,243.00286283677974,1,2,image
18,254.09603456757577,1,3,image
18,367.6182065279242,1,4,image
18,292.3475821069617,1,5,image
18,258.88926507035427,1,6,image
18,205.86128491572595,1,7,image
18,260.53191474896795,1,8,image
18,288.7033907637723,1,9,image
18,218.7257436436484,1,10,image
18,241.97875972238944,1,11,image
18,260.5374700115657,1,12,image
18,229.60738000605534,1,13,image
18,249.33786026044214,1,14,image
18,317.78515225038393,2,0,image
18,406.6787121829474,2,1,image
18,336.3292510595875,2,2,image
18,438.665115173991,2,3,image
18,330.38818880451214,2,4,image
18,406.8547675681221,2,5,image
18,290.3697929816278,2,6,image
18,353.0164839211101,2,7,image
18,304.6193780669977,2,8,image
18,424.2142672830849,2,9,image
18,458.49858754935997,2,10,image
18,402.4684916825067,2,11,image
18,278.9599544503112,2,12,image
18,340.0051061756145,2,13,image
18,352.03287035070707,2,14,image
19,304.0550777624138,0,0,image
19,279.1967591307414,0,1,image
19,476.47985200635617,0,2,image
19,338.1363812437592,0,3,image
19,355.77204549232016,0,4,image
19,458.2723493999823,0,5,image
19,369.6872832725257,0,6,image
19,319.5511392886704,0,7,image
19,301.0345149027183,0,8,image
19,314.96915171995107,0,9,image
19,339.2306572649763,0,10,image
19,321.832222495496,0,11,image
19,321.947045350224,0,12,image
19,333.36768860699505,0,13,image
19,353.40206570863234,0,14,image
19,353.4362687641336,1,0,image
19,364.99697691018696,1,1,image
19,316.75140370518983,1,2,image
19,277.592563773414,1,3,image
19,376.2642044644913,1,4,image
19,276.0242117292099,1,5,image
