subject,rt,question,item,modality
15,412.74064672813006,0,7,image
15,479.9499173364148,0,8,image
15,462.198040794252,0,9,image
15,284.5418260369285,1,0,image
15,454.6731238964124,1,1,image
15,418.7594178715755,1,2,image
15,377.5739997245355,1,3,image
15,429.18912694927167,1,4,image
15,270.64418230226556,1,5,image
15,303.7962142999098,1,6,image
15,307.40042990872234,1,7,image
15,280.417879193264,1,8,image
15,354.7215672869907,1,9,image
16,331.9498133902192,0,0,image
16,473.6000415603772,0,1,image
16,448.03697494732114,0,2,image
16,284.9230961230075,0,3,image
16,418.3814413166117,0,4,image
16,461.38409993897085,0,5,image
16,290.69194726368073,0,6,image
16,311.8927454303172,0,7,image
16,470.8157212776114,0,8,image
16,357.3564169113786,0,9,image
16,286.7616593189165,1,0,image
16,291.29844604277827,1,1,image
16,413.5944942185356,1,2,image
16,247.4031000390185,1,3,image
16,330.89912227749,1,4,image
16,244.91655828310786,1,5,image
16,343.2377840737748,1,6,image
16,271.0551581437338,1,7,image
16,262.24221488771116,1,8,image
16,342.86255496475405,1,9,image
17,375.75127265887716,0,0,image
17,402.95514179562866,0,1,image
17,403.7589843395278,0,2,image
17,411.8267809978428,0,3,image
17,525.4327593601885,0,4,image
17,367.31447697047776,0,5,image
17,327.84704227421827,0,6,image
17,452.87266469049814,0,7,image
17,267.4095950738516,0,8,image
17,394.52564718174136,0,9,image
17,255.34326848427366,1,0,image
17,348.6238795700947,1,1,image
17,295.57772100003206,1,2,image
17,364.9336340358012,1,3,image
17,295.51033528486687,1,4,image
17,259.67335319179244,1,5,image
17,146.25223793249418,1,6,image
17,129.20008755604698,1,7,image
17,281.91581344067316,1,8,image
17,253.84427855942877,1,9,image
18,425.7957711279926,0,0,image
18,450.83009544319316,0,1,image
18,406.5964199392692,0,2,image
18,442.6870553410695,0,3,image
18,511.28832289022637,0,4,image
18,462.30836836525395,0,5,image
18,435.44743423916043,0,6,image
18,372.12222087399175,0,7,image
18,360.88010756051057,0,8,image
18,430.2694165360795,0,9,image
18,393.80686797141647,1,0,image
18,338.56449634417834,1,1,image
18,349.1802549611281,1,2,image
18,286.2395065617356,1,3,image
18,400.5204837400004,1,4,image
18,327.98644896294115,1,5,image
18,267.47266790539624,1,6,image
18,279.36461748866265,1,7,image
18,254.12348293339818,1,8,image
18,365.65264057053224,1,9,image
19,256.56411716549815,0,0,image
19,374.2629199320463,0,1,image
19,484.45289353032575,0,2,image
19,391.98606530154177,0,3,image
19,462.0371585772838,0,4,image
19,437.49203267037007,0,5,image
19,345.52840981246806,0,6,image
19,381.0548794315198,0,7,image
19,334.4415830747259,0,8,image
19,337.7748264439837,0,9,image
19,299.0996620708722,1,0,image
19,290.29961231377206,1,1,image
19,381.6307445557171,1,2,image
19,267.86728425497165,1,3,image
19,281.59424994736395,1,4,image
19,252.66095065188478,1,5,image
19,414.59922186796916,1,6,image
19,245.67708837895754,1,7,image
19,266.20942285450474,1,8,image
19,248.32351062062295,1,9,image
20,469.99228064133024,0,0,image
20,440.99823418308097,0,1,image
20,409.5800238240719,0,2,image
20,314.3636667542936,0,3,image
20,544.1933864066874,0,4,image
20,412.7891397327672,0,5,image
20,330.012351942735,0,6,image
20,379.48557321911153,0,7,image
20,372.59691522442165,0,8,image
20,418.35469605111876,0,9,image
20,264.8091197199126,1,0,image
20,312.24440864674403,1,1,image
20,341.49834977084254,1,2,image
20,180.11383636059372,1,3,image
20,279.3692922536262,1,4,image
20,260.451668075287,1,5,image
20,241.40019296054678,1,6,image
20,231.4930621149727,1,7,image
20,333.06031186385314,1,8,image
20,321.03210270294926,1,9,image
21,467.15194896071904,0,0,image
21,375.51507945932883,0,1,image
21,515.1733989474561,0,2,image
21,293.0310250425817,0,3,image
21,401.57800250145755,0,4,image
21,299.6175084017752,0,5,image
21,411.44339791837973,0,6,image
21,319.49147382203006,0,7,image
21,313.81249648049146,0,8,image
21,406.58772684073017,0,9,image
21,403.0144790150317,1,0,image
21,218.04775299521737,1,1,image
21,416.51192121639775,1,2,image
21,222.73566570687285,1,3,image
21,300.0771971851828,1,4,image
21,250.47357352786383,1,5,image
21,220.57167070427167,1,6,image
21,196.05804611529675,1,7,image
21,205.39964094157241,1,8,image
21,335.68402402466296,1,9,image
22,382.35483195475325,0,0,image
22,554.827065777106,0,1,image
22,456.902619287721,0,2,image
22,498.0267160539684,0,3,image
22,427.25458466867906,0,4,image
22,436.787745062862,0,5,image
22,399.5572919889451,0,6,image
22,311.2716510623135,0,7,image
22,402.00250481917186,0,8,image
22,432.05980135768925,0,9,image
22,329.9059725285459,1,0,image
22,322.4901060435489,1,1,image
22,335.8519610413171,1,2,image
22,211.9519130737138,1,3,image
22,429.3522191308628,1,4,image
22,228.83971097765928,1,5,image
22,321.91291076982964,1,6,image
22,331.50216871492376,1,7,image
22,263.435649870541,1,8,image
22,291.10605374456054,1,9,image
23,489.8471328581585,0,0,image
23,428.597212966728,0,1,image
23,553.9794419100601,0,2,image
23,411.7902975477972,0,3,image
23,467.17457957027204,0,4,image
23,284.8168669350815,0,5,image
23,286.27263557858606,0,6,image
23,384.70835113620114,0,7,image
23,291.5760222116887,0,8,image
23,475.3486694825459,0,9,image
23,294.21310539037177,1,0,image
23,348.15274343850706,1,1,image
23,404.4155489547814,1,2,image
23,294.85819562758206,1,3,image
23,423.7705583247605,1,4,image
23,277.76680346288657,1,5,image
23,283.5194400640299,1,6,image
23,293.4723429073025,1,7,image
23,335.44805475170625,1,8,image
23,235.30960116763157,1,9,image
24,407.0183213608814,0,0,image
24,374.7101251934827,0,1,image
24,419.38136250787545,0,2,image
24,359.614156691232,0,3,image
24,391.7131106221233,0,4,image
24,414.5458420147249,0,5,image
24,393.3051877539592,0,6,image
24,319.0814697233305,0,7,image
24,425.3476066486297,0,8,image
24,443.2791710376949,0,9,image
24,261.0404483190877,1,0,image
24,307.46967561770816,1,1,image
24,336.1262619494183,1,2,image
24,285.83938262941206,1,3,image
24,292.84412943820945,1,4,image
24,288.84954361537825,1,5,image
24,222.05589771029975,1,6,image
24,280.2619951541811,1,7,image
24,187.0719311922166,1,8,image
24,321.0597167794013,1,9,image
25,471.47335546574203,0,0,image
25,418.8817532514375,0,1,image
25,425.43673329258513,0,2,image
25,431.8911967391588,0,3,image
25,535.1644403599286,0,4,image
25,309.1383898944529,0,5,image
25,349.87273356416415,0,6,image
25,326.9964111416299,0,7,image
25,462.72934636175717,0,8,image
25,331.65710472381147,0,9,image
25,335.5099846580206,1,0,image
25,302.4770133533981,1,1,image
25,323.515481291612,1,2,image
25,233.4716705736893,1,3,image
25,426.84960911708663,1,4,image
25,257.0137595590421,1,5,image
25,218.49031600161894,1,6,image
25,212.32248001143634,1,7,image
25,366.6281880207412,1,8,image
25,247.6879761112088,1,9,image
26,299.30964159838686,0,0,image
26,437.7791754819888,0,1,image
26,374.4943317602009,0,2,image
26,326.8600795596142,0,3,image
26,487.6850028512731,0,4,image
26,399.9258899759443,0,5,image
26,345.01783750574447,0,6,image
26,353.5688819870209,0,7,image
26,387.33656761074053,0,8,image
26,425.1981002495498,0,9,image
26,380.6646389743741,1,0,image
26,261.3817155373032,1,1,image
26,328.7295228864029,1,2,image
26,279.1658372899603,1,3,image
26,339.9421792516337,1,4,image
26,340.18258415674643,1,5,image
26,163.65954803851196,1,6,image
26,277.1438323598354,1,7,image
26,233.97663979522238,1,8,image
26,266.7019156111404,1,9,image
27,425.0542981307687,0,0,image
27,327.9984486963933,0,1,image
27,385.99101864874626,0,2,image
27,332.8600839974217,0,3,image
27,382.29095585947204,0,4,image
27,380.35739056049107,0,5,image
27,328.72119228517647,0,6,image
27,401.65046478717204,0,7,image
27,352.3735678849593,0,8,image
27,343.1489932576104,0,9,image
27,214.5374978376,1,0,image
27,227.61856403068475,1,1,image
27,280.50219327791416,1,2,image
27,250.64069751021492,1,3,image
27,396.47297923894195,1,4,image
27,253.16040581046914,1,5,image
27,206.26244702499196,1,6,image
27,257.8731955268024,1,7,image
27,272.12473200066995,1,8,image
27,370.4479671759493,1,9,image
28,475.99656903172416,0,0,image
28,496.079540614919,0,1,image
28,557.0983946958054,0,2,image
28,391.8792033381142,0,3,image
28,469.66418043112446,0,4,image
28,445.6614472903865,0,5,image
28,285.8370536355501,0,6,image
28,340.15005243745077,0,7,image
28,406.54019114551,0,8,image
28,580.0744024764647,0,9,image
28,309.9240766871836,1,0,image
28,254.36422908777374,1,1,image
28,349.92999016489745,1,2,image
28,177.9489092181721,1,3,image
28,417.0083162578677,1,4,image
28,252.04770564545143,1,5,image
28,220.2166587637702,1,6,image
28,269.76518669963315,1,7,image
28,282.3719699423539,1,8,image
28,282.6298786901939,1,9,image
29,402.46766008015976,0,0,image
29,441.52199509782474,0,1,image
29,361.2548859958605,0,2,image
29,387.1398873376264,0,3,image
29,403.07485900192825,0,4,image
29,368.40311684427655,0,5,image
29,322.24484062193494,0,6,image
29,406.606310492161,0,7,image
29,391.2621057663505,0,8,image
29,354.92628967739955,0,9,image
29,405.9094898423863,1,0,image
29,263.65212377274435,1,1,image
29,256.048332732139,1,2,image
29,328.94074511460326,1,3,image
29,369.53414900150824,1,4,image
29,310.8751326369366,1,5,image
29,241.56039801074277,1,6,image
29,222.89214411298605,1,7,image
29,293.26340619487485,1,8,image
29,305.94429103258045,1,9,image
30,394.54684274659456,0,0,image
30,419.7473008805157,0,1,image
30,450.26741669043867,0,2,image
30,370.3367572240001,0,3,image
30,551.54701169708,0,4,image
30,419.73346611021384,0,5,image
30,449.81506912681454,0,6,image
30,390.15541664184025,0,7,image
30,361.51471038223355,0,8,image
30,519.4418584118554,0,9,image
30,314.1886485876549,1,0,image
30,277.8288145013327,1,1,image
30,352.85170204378875,1,2,image
30,224.6035975886099,1,3,image
30,325.5946049443364,1,4,image
30,258.98087940016705,1,5,image
30,222.21713704304295,1,6,image
30,325.81686419637924,1,7,image
30,360.6117178167309,1,8,image
30,240.81952177926885,1,9,image
31,400.87721851506836,0,0,image
31,447.01631081612913,0,1,image
31,434.4596488894847,0,2,image
31,308.9611726228672,0,3,image
31,489.2742950702675,0,4,image
31,298.4885695937823,0,5,image
31,403.8158963373958,0,6,image
31,428.89339733585473,0,7,image
31,271.7108104078026,0,8,image
31,398.8195459049996,0,9,image
31,290.3772012639947,1,0,image
31,353.3083814934389,1,1,image
31,402.9576358683622,1,2,image
31,292.95415868934657,1,3,image
31,290.11409353375075,1,4,image
31,300.07183666897373,1,5,image
31,329.0234395656984,1,6,image
31,271.26696707509205,1,7,image
31,280.2461749086713,1,8,image
31,351.4082209251424,1,9,image
32,427.62231631040345,0,0,image
32,402.71596853994185,0,1,image
32,482.537012971373,0,2,image
32,410.44148487651876,0,3,image
32,468.84933634368343,0,4,image
32,396.90673582412535,0,5,image
32,386.83059794091633,0,6,image
32,315.6739958609991,0,7,image
32,257.7961967082381,0,8,image
32,371.41037768835196,0,9,image
32,185.60660500997528,1,0,image
32,231.20369353907978,1,1,image
32,349.15912753258846,1,2,image
32,357.8023975891607,1,3,image
32,280.1903220558886,1,4,image
32,328.3391097431577,1,5,image
32,289.8651395478621,1,6,image
32,297.05926798325356,1,7,image
32,171.0858506724474,1,8,image
32,368.7071628806108,1,9,image
33,451.8313992304381,0,0,image
33,405.3725113472515,0,1,image
33,426.76101483521575,0,2,image
33,340.1141829495146,0,3,image
33,471.61710572610264,0,4,image
33,340.3374615007954,0,5,image
33,288.2094441054396,0,6,image
33,385.7069037238334,0,7,image
33,347.8249232210449,0,8,image
33,296.32825871649635,0,9,image
33,230.24353624549423,1,0,image
33,263.46162348217354,1,1,image
33,304.2794561678896,1,2,image
33,177.5257954086269,1,3,image
33,350.155744001564,1,4,image
33,236.10576491577643,1,5,image
33,307.56290747418967,1,6,image
33,237.89174758164765,1,7,image
33,249.63201900210777,1,8,image
33,267.0690121559007,1,9,image
34,468.73232037030994,0,0,image
34,468.6181507003621,0,1,image
34,450.03354156846274,0,2,image
34,404.05440256021353,0,3,image
34,476.9038259962085,0,4,image
34,381.2853551412848,0,5,image
34,351.8203788387921,0,6,image
34,341.02821474438736,0,7,image
34,448.1681955070135,0,8,image
34,363.345912532223,0,9,image
34,254.4560896466731,1,0,image
34,291.7300156475924,1,1,image
34,410.35436213473974,1,2,image
34,264.1231630784126,1,3,image
34,268.22548678714355,1,4,image
34,302.56752225997843,1,5,image
34,288.99974915763744,1,6,image
34,293.3955155156811,1,7,image
34,243.31946147037914,1,8,image
34,399.5077778890233,1,9,image
35,408.31831887714293,0,0,image
35,373.5538274472219,0,1,image
35,379.34097756563136,0,2,image
35,363.060746119531,0,3,image
35,365.2996432649652,0,4,image
35,391.1698852917851,0,5,image
35,312.13779332007425,0,6,image
35,393.3284639851792,0,7,image
35,289.712843915175,0,8,image
35,458.00055016147326,0,9,image
35,291.49098377369916,1,0,image
35,290.96252865971394,1,1,image
35,356.6121902237876,1,2,image
35,218.79266831093838,1,3,image
35,392.5246728208165,1,4,image
35,279.65138053244914,1,5,image
35,317.73691347973715,1,6,image
35,352.8496190149075,1,7,image
35,252.53951748815322,1,8,image
35,340.13361800729945,1,9,image
36,463.0561831629011,0,0,image
36,491.94250918177397,0,1,image
36,465.2450773583157,0,2,image
36,279.77327723953584,0,3,image
36,410.14231976597114,0,4,image
36,282.2454778650402,0,5,image
36,377.0853288070043,0,6,image
36,324.9342519302796,0,7,image
36,412.80913885559306,0,8,image
36,411.8243811184005,0,9,image
36,360.151722490616,1,0,image
36,295.9563831117866,1,1,image
36,340.67973337460796,1,2,image
36,205.20587690425867,1,3,image
36,350.07478054959137,1,4,image
36,310.0576048251798,1,5,image
36,255.5657242827027,1,6,image
36,235.8155005623771,1,7,image
36,295.5763072426481,1,8,image
36,338.9242785826892,1,9,image
37,361.9067118372184,0,0,image
37,462.56215936720713,0,1,image
37,393.42907861196255,0,2,image
37,272.27187719788503,0,3,image
37,551.0619931596806,0,4,image
37,420.73737285201804,0,5,image
37,353.6536769926501,0,6,image
37,366.7449440508244,0,7,image
37,403.4959338883466,0,8,image
37,358.1152575082395,0,9,image
37,290.77851966826034,1,0,image
37,343.83910374726,1,1,image
37,471.40355925864895,1,2,image
37,309.0094012045402,1,3,image
37,391.50353038697347,1,4,image
37,304.81212017310304,1,5,image
37,293.3842173934977,1,6,image
37,258.15119277098836,1,7,image
37,275.2357530099403,1,8,image
37,306.4974875886011,1,9,image
38,550.7815149727458,0,0,image
38,486.1486451676495,0,1,image
38,508.6781134158269,0,2,image
38,407.89355130277113,0,3,image
38,437.28249607875034,0,4,image
38,318.8155419034864,0,5,image
38,313.2613885449272,0,6,image
38,340.4897339849454,0,7,image
38,412.47212819972043,0,8,image
38,492.80990414179576,0,9,image
38,248.2971529081393,1,0,image
38,326.32802915358053,1,1,image
38,362.63034183325726,1,2,image
38,263.6517850394797,1,3,image
38,368.77224363251474,1,4,image
38,311.64005410630676,1,5,image
38,411.19514958245617,1,6,image
38,305.14817230675305,1,7,image
38,315.4973683791793,1,8,image
38,367.43854001249247,1,9,image
39,374.7681217106536,0,0,image
39,542.1558631165437,0,1,image
39,459.9715657823789,0,2,image
39,335.6835532293465,0,3,image
39,412.3176737208843,0,4,image
39,430.57974278100966,0,5,image
39,418.79459429605737,0,6,image
39,401.62014095165966,0,7,image
39,342.93461327225884,0,8,image
39,452.0276905383681,0,9,image
39,194.78147783708613,1,0,image
39,218.57125722656414,1,1,image
39,329.08132237130917,1,2,image
39,271.10999235803854,1,3,image
39,265.9706292496865,1,4,image
39,316.56781435166835,1,5,image
39,166.12224961871266,1,6,image
39,256.06961514824326,1,7,image
39,241.1924286022419,1,8,image
39,312.9840020334323,1,9,image
40,404.3338429017557,0,0,image
40,420.44620976129875,0,1,image
40,457.9236376789749,0,2,image
40,445.8893014734305,0,3,image
40,567.8317460736425,0,4,image
40,453.6782376720018,0,5,image
40,440.6423784107626,0,6,image
40,322.94625852246276,0,7,image
40,421.89111203268294,0,8,image
40,399.28403889285,0,9,image
40,338.6144622634373,1,0,image
40,369.33811697630676,1,1,image
40,372.2781335432489,1,2,image
40,277.9765280266638,1,3,image
40,319.1124428170884,1,4,image
40,325.0833183336924,1,5,image
40,351.48190227906446,1,6,image
40,313.3903550512032,1,7,image
40,336.66705790931917,1,8,image
40,398.7411737660758,1,9,image
41,427.71870362184933,0,0,image
41,501.5993150555091,0,1,image
41,524.5895521089549,0,2,image
41,411.6836955773576,0,3,image
41,443.37680462631863,0,4,image
41,407.2119256306002,0,5,image
41,329.18205524540554,0,6,image
41,336.0303678019995,0,7,image
41,490.0295514740952,0,8,image
41,497.63430419399083,0,9,image
41,391.02623090245953,1,0,image
41,341.0707517414671,1,1,image
41,345.9243740220019,1,2,image
41,310.68675394763045,1,3,image
41,421.31747750936967,1,4,image
41,318.10308718327195,1,5,image
41,324.30493625640514,1,6,image
41,251.91675608657238,1,7,image
41,271.7730348800114,1,8,image
41,289.5688781068455,1,9,image
42,409.998627980993,0,0,image
42,454.66173769600897,0,1,image
42,492.2702849462626,0,2,image
42,325.9207718455225,0,3,image
42,430.7392499329461,0,4,image
42,325.2674343709304,0,5,image
42,228.41900135037775,0,6,image
42,330.90927744256686,0,7,image
42,322.48883239901556,0,8,image
42,489.57046535632423,0,9,image
42,297.26475118322554,1,0,image
42,218.96394035674928,1,1,image
42,398.8095661274506,1,2,image
42,208.1710276675373,1,3,image
42,311.6097446847826,1,4,image
42,318.30125603744057,1,5,image
42,332.9130881794031,1,6,image
42,279.31558066109596,1,7,image
42,169.9587897723403,1,8,image
42,244.73440886110419,1,9,image
43,400.8072908373419,0,0,image
43,381.20280650982795,0,1,image
43,496.91492163469496,0,2,image
43,365.9574876000158,0,3,image
43,412.93972972782973,0,4,image
43,449.2796671144079,0,5,image
43,282.2849226512581,0,6,image
43,379.6483284729738,0,7,image
43,306.64125533271647,0,8,image
43,432.74563236115165,0,9,image
43,280.59618240147404,1,0,image
43,300.1507203195817,1,1,image
43,345.5546312289427,1,2,image
43,168.56955304094572,1,3,image
43,361.74244209873626,1,4,image
43,260.86008802266684,1,5,image
